Disease1,Disease2,HPO-SIM
102400,157700,0.290247329908192
102400,303110,0.12258565807599135
102400,182280,0.4077876499995514
102400,600082,0.4973641496624942
102400,208920,0.3601598177430345
102400,147480,0.2234826009276828
102400,268320,0.1398957688969938
102400,151590,0.32861267546207545
102400,188470,0.29218876219775114
102400,217150,0.23860441885273584
102400,311360,0.12932130606969544
102400,608320,0.3163837206984526
102400,600131,0.33546175596862954
102400,147530,0.2889015471042333
102400,147540,0.4219965068504948
102400,145500,0.09716861064393537
102400,215140,0.3287934641465481
102400,102500,0.4694242852836432
102400,143465,0.33219158957353245
102400,161900,0.3348627525073669
102400,217200,0.17913716704364052
102400,223350,0.15427451457514324
102400,133239,0.3656499730725187
102400,604278,0.14692914004657995
102400,131200,0.18894894402067688
102400,139393,0.4051515160058759
102400,143500,0.1817215852076388
102400,168100,0.29544902061427425
102400,145590,0.2689837573581305
102400,137400,0.3267447047533288
102400,145600,0.20892202260875625
102400,600263,0.03507006094653381
102400,131300,0.4728276336040998
102400,254200,0.16087227217636846
102400,157950,0.4616065880652078
102400,604416,0.32367130096532115
102400,153880,0.2414137463436081
102400,600351,0.2161524251196371
102400,258360,0.13326678567580216
102400,115000,0.30060963915948885
102400,608583,0.2733829374539727
102400,233810,0.14735001098022818
102400,156000,0.3649602561722761
102400,266600,0.11484872731520998
102400,137580,0.22366292537767665
102400,608622,0.4055225437830619
102400,131440,0.2873288452250312
102400,121201,0.3294828945968489
102400,256370,0.36414221167078975
102400,121200,0.33670809609460056
102400,127350,0.4662077188177236
102400,184700,0.2443060577627908
102400,135550,0.3285164302843064
102400,125310,0.27966513595683024
102400,260480,0.13846765202955064
102400,248190,0.1747162684970508
102400,164230,0.2492864845575828
102400,125320,0.2908659333546729
102400,602522,0.2106136235048181
102400,166300,0.5385042942267462
102400,252320,0.14543177574439378
102400,178600,0.2678671189313345
102400,215470,0.28335926264403577
102400,600496,0.3962386088605124
102400,254400,0.050120783433046164
102400,225740,0.15475836882475044
102400,260570,0.17417549707557614
102400,225755,0.2031888021385072
102400,231900,0.17966174515175434
102400,236000,0.17745458258730906
102400,133600,0.4849940931795288
102400,606703,0.4124414577644355
102400,254450,0.2452352908274655
102400,115195,0.4107679661516732
102400,143880,0.2157848943861336
102400,137750,0.2924288870905272
102400,246300,0.4230843655975479
102400,156190,0.3013431358867724
102400,148000,0.29318710190145186
102400,137760,0.3310606811305262
102400,254500,0.18007182744997247
102400,109100,0.40869575102045147
102400,160300,0.4421394514513501
102400,182830,0.2544170284406103
102400,600631,0.40580350668057497
102400,275000,0.1381338687289236
102400,133690,0.4005147771690569
102400,600634,0.03773687491869501
102400,137800,0.2856104232632292
102400,158280,0.10736582283309606
102400,606798,0.4143059500226913
102400,115300,0.3367221550397189
102400,270960,0.3232323946811605
102400,606842,0.17622667648260756
102400,246400,0.21441068931704904
102400,148100,0.406032485387573
102400,144010,0.2648884599541803
102400,109200,0.1759647377512335
102400,168600,0.26339241312204864
102400,604827,0.20575699095439293
102400,125600,0.4219965068504948
102400,176800,0.5221528776302082
102400,154276,0.215666562156808
102400,176807,0.3643636064078835
102400,256700,0.3260601339079571
102400,103100,0.3303236129571855
102400,146110,0.2400417639194437
102400,246470,0.17260144162740046
102400,119500,0.31321248451751
102400,226000,0.17786162040867565
102400,174800,0.18972730001472676
102400,600803,0.2382545990470524
102400,600807,0.36650521860191776
102400,600808,0.3724703551623788
102400,144110,0.5541819854599531
102400,125700,0.38984153701727065
102400,127750,0.23826080701319655
102400,181000,0.30814102911157715
